算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
10-13-5-5-(1),10,13,5,5,7338.7014,7338.7014,7338.7014,2.96,3.09,3.02,1.0,4885.8,"T0:2次,T1:2次,T2:1次",14.8,44.0,488.0,0.0044,32.8,4.8,586.2,0.0376,82.8,9.8,458.2,0.0048,16.2,1.2,467.6,0.0116,27.2,2.8,959.2,0.7738,82.2,9.4,106.2,0.0494,0.2,0.2,934.6,0.797,76.6,9.0,1.7084,1.705,6.3569,7338.7014,7338.7014,7338.7014,2.85,6.08,4.32,1.0,4885.8,"T1:3次,T2:2次",15.6,44.0,663.0,0.005,59.0,2.6,692.8,0.02,68.2,3.4,644.2,0.001,57.2,3.0,882.8,0.0819,82.2,4.0,161.2,0.0105,4.8,1.4,956.0,0.3743,97.4,3.6,0.4928,10.5804,2.7522
10-8-5-1-(0),10,8,5,1,7119.0315,7119.0315,7119.0315,1.2,1.22,1.21,1.0,4739.35,T0:5次,20.0,44.0,505.2,0.0181,0.0,0.0,506.2,0.0129,0.0,0.0,481.0,0.014,0.0,0.0,507.6,0.0029,0.0,0.0,917.6,0.2543,0.0,0.0,143.6,0.0526,0.0,0.0,938.8,0.2997,0.0,0.0,0.6637,0.8044,1.8014,7119.0315,7119.0315,7119.0315,1.24,1.91,1.46,1.0,4739.35,"T0:2次,T1:2次,T2:1次",20.0,44.0,647.6,0.0017,1.0,0.0,686.6,0.0158,0.0,0.0,665.8,0.0058,2.0,0.0,931.4,0.0791,2.0,0.0,136.4,0.0002,0.0,0.0,932.2,0.1633,1.0,0.0,0.2659,1.9709,1.4883
10-8-5-1-(2),10,8,5,1,6125.1759,6125.1759,6125.1759,1.19,1.2,1.19,1.0,4076.78,"T0:4次,T1:1次",20.0,44.0,504.0,0.0056,3.0,0.0,511.4,0.0143,9.2,0.0,491.2,0.0214,5.2,0.0,493.4,0.0073,5.8,0.0,927.4,0.2945,9.8,0.0,136.2,0.043,0.2,0.0,936.4,0.286,13.2,0.0,0.6814,0.8395,1.7522,6125.1759,6125.1759,6125.1759,1.04,1.09,1.06,1.0,4076.78,T0:5次,20.0,44.0,653.0,0.0015,6.6,0.0,697.8,0.0133,13.8,0.0,649.2,0.0009,6.8,0.0,914.8,0.0259,14.0,0.0,151.6,0.0041,0.2,0.0,933.6,0.1699,13.0,0.0,0.2157,0.9137,1.5781
10-8-5-2-(0),10,8,5,2,8703.2479,8703.2479,8703.2479,1.34,1.36,1.35,2.0,5788.83,"T0:4次,T1:1次",20.0,44.0,497.2,0.0101,0.4,0.0,510.4,0.0266,0.4,0.0,501.0,0.0192,0.2,0.0,491.4,0.0253,0.2,0.0,927.2,0.2988,0.8,0.0,129.2,0.0234,0.0,0.0,943.6,0.4615,0.4,0.0,0.9066,0.1837,2.6307,8703.2479,8703.2479,8703.2479,1.02,1.05,1.03,2.0,5788.83,T0:5次,16.0,44.0,649.6,0.0015,5.6,1.6,721.0,0.0234,12.6,4.2,629.4,0.0047,10.0,3.8,898.2,0.0224,14.4,5.0,166.0,0.0002,1.2,0.4,935.8,0.1017,12.6,4.2,0.154,0.871,1.5022
10-8-5-2-(2),10,8,5,2,6435.8361,6435.8361,6435.8361,1.19,1.24,1.22,1.0,4283.89,"T0:2次,T2:3次",16.0,44.0,488.6,0.0101,7.0,1.0,531.2,0.0109,17.6,2.8,485.8,0.0065,9.6,0.6,494.4,0.0029,6.6,0.8,931.0,0.3041,20.8,1.4,129.0,0.054,0.4,0.0,940.0,0.2659,19.6,3.8,0.6878,0.7181,1.9279,6435.8361,6435.8361,6435.8361,1.05,1.46,1.2,1.0,4283.89,"T0:2次,T1:1次,T2:2次",19.2,44.0,668.0,0.0016,8.6,0.6,685.8,0.0097,5.6,0.2,646.2,0.0009,8.6,0.2,918.4,0.0455,10.8,0.4,162.6,0.0002,0.6,0.6,919.0,0.1002,11.4,0.0,0.1583,1.2926,1.4417
10-8-5-3-(0),10,8,5,3,7338.7014,8720.0218,7614.9655,1.74,1.88,1.81,1.2,5068.64,"T0:2次,T1:1次,T2:2次",15.6,44.0,482.6,0.0083,17.2,2.8,527.2,0.021,26.6,6.6,484.0,0.0072,10.4,1.8,506.2,0.0189,22.0,5.2,947.4,0.3001,41.4,9.6,136.8,0.0288,0.2,0.0,915.8,0.29,34.6,6.8,0.6967,0.6094,3.9627,7338.7023,7339.0123,7338.8002,2.7,3.61,3.37,1.0,4885.87,"T0:1次,T1:1次,T3:3次",15.8,44.0,674.2,0.0036,6.2,2.4,683.2,0.0351,4.6,1.4,642.6,0.001,6.8,3.2,907.4,0.0678,8.2,2.6,129.2,0.0003,1.6,0.8,963.4,0.4321,7.8,3.6,0.5399,8.6715,1.49
10-8-5-3-(2),10,8,5,3,6125.1759,6125.1759,6125.1759,1.21,1.22,1.22,1.0,4076.78,"T0:1次,T1:2次,T2:2次",15.6,44.0,489.0,0.0135,11.2,2.8,562.8,0.0271,28.4,5.4,464.2,0.0019,6.4,0.8,484.0,0.0059,8.6,1.8,942.8,0.3703,26.8,5.4,154.2,0.0459,0.6,0.4,903.0,0.3694,27.2,5.0,0.878,0.6336,1.7946,6125.1759,6125.1759,6125.1759,1.04,1.09,1.06,1.0,4076.78,T0:5次,16.0,44.0,654.6,0.0016,11.0,1.6,687.8,0.013,15.8,3.0,657.6,0.012,10.8,2.4,933.4,0.0402,16.8,3.0,153.4,0.0002,1.0,0.2,913.2,0.0599,19.8,3.8,0.1269,0.9632,1.5079
10-8-5-4-(0),10,8,5,4,7185.8361,7185.8361,7185.8361,1.19,1.21,1.19,1.0,4783.89,T0:5次,20.0,44.0,507.8,0.0025,0.0,0.0,501.2,0.007,0.2,0.0,492.6,0.0055,0.0,0.0,498.4,0.0089,0.0,0.0,926.6,0.3277,0.0,0.0,126.0,0.0328,0.0,0.0,947.4,0.3238,0.2,0.0,0.7278,0.7851,1.8675,7185.8361,7185.8361,7185.8361,1.05,1.35,1.21,1.0,4783.89,"T0:2次,T1:2次,T2:1次",20.0,44.0,662.8,0.0071,0.4,0.0,715.6,0.0118,0.0,0.0,621.6,0.0009,0.0,0.0,939.2,0.097,0.2,0.0,146.6,0.0002,0.0,0.0,914.2,0.1558,0.2,0.0,0.2728,1.2845,1.4354
10-8-5-4-(2),10,8,5,4,6030.7,6030.7,6030.7,1.19,1.24,1.21,1.0,4013.8,"T0:4次,T1:1次",20.0,44.0,491.6,0.01,7.6,0.0,519.4,0.0071,23.4,0.0,499.2,0.011,8.4,0.0,489.8,0.0211,8.4,0.0,940.8,0.3851,25.6,0.0,142.2,0.0307,0.4,0.0,917.0,0.2677,21.8,0.0,0.7664,0.785,1.7385,6030.7,6030.7,6030.7,1.07,1.09,1.08,1.0,4013.8,T0:5次,20.0,44.0,660.6,0.003,37.0,0.0,712.2,0.0495,69.4,0.0,627.2,0.0009,31.2,0.0,901.4,0.0514,55.4,0.0,179.0,0.0003,3.6,0.0,919.6,0.1207,78.6,0.0,0.2257,1.0116,1.4391
10-8-5-5-(0),10,8,5,5,7119.0315,7119.0315,7119.0315,1.34,1.43,1.37,1.0,4739.35,T0:5次,16.0,44.0,498.4,0.0048,22.8,1.2,505.0,0.0086,48.4,2.6,496.8,0.0116,22.2,0.6,499.8,0.0126,26.8,2.4,927.4,0.3974,61.6,3.2,177.8,0.0631,2.0,0.0,894.8,0.3547,56.6,3.6,0.8768,0.2562,2.7228,7119.0315,7119.0315,7119.0315,1.93,2.37,2.15,1.0,4739.35,"T0:1次,T1:2次,T3:2次",16.0,44.0,655.4,0.0333,22.2,2.2,681.2,0.0503,48.8,2.0,663.4,0.0127,23.2,2.6,866.0,0.0585,38.0,1.8,143.8,0.0003,2.0,1.4,990.2,0.1687,54.2,3.6,0.3237,4.5375,1.4226
10-8-5-5-(2),10,8,5,5,5528.0412,5528.0412,5528.0412,1.21,1.22,1.21,1.0,3678.69,"T0:3次,T1:1次,T2:1次",16.0,44.0,505.6,0.0056,22.6,3.6,505.8,0.0116,26.6,3.6,511.2,0.0126,25.0,3.2,477.4,0.0258,14.4,2.0,925.4,0.3832,40.2,5.0,96.4,0.0116,0.2,0.0,978.2,0.3466,48.2,7.4,0.8143,0.7472,1.7489,5528.0412,5528.0412,5528.0412,1.04,1.49,1.14,1.0,3678.69,"T0:2次,T1:3次",16.0,44.0,661.0,0.0015,13.6,2.0,684.2,0.0226,17.0,5.2,654.8,0.0143,13.8,4.4,910.4,0.0321,20.4,6.0,147.2,0.0002,1.4,0.8,942.4,0.0425,22.6,4.8,0.1132,1.1663,1.4506
11-10-5-1-(1),11,10,5,1,9370.603,9370.603,9370.603,2.43,2.49,2.45,2.0,6233.74,"T0:4次,T1:1次",15.4,44.0,493.0,0.0109,34.6,3.4,534.4,0.0079,47.6,7.6,483.0,0.0021,20.4,4.4,489.6,0.0047,30.2,4.4,943.6,0.473,68.6,9.4,129.2,0.0526,0.4,0.2,927.2,0.4429,63.8,10.2,1.0129,1.1494,5.5019,9370.603,9370.603,9370.603,1.67,1.71,1.69,2.0,6233.74,"T0:4次,T1:1次",16.0,44.0,661.2,0.0047,55.4,3.6,685.4,0.0108,74.6,6.4,653.4,0.001,64.4,5.0,897.4,0.0232,89.4,6.2,187.6,0.0003,8.8,2.2,915.0,0.0566,96.2,6.6,0.0967,3.1313,1.7041
11-10-5-2-(1),11,10,5,2,10436.206,10436.206,10436.206,2.09,2.13,2.11,2.0,6944.14,"T0:4次,T1:1次",16.0,44.0,470.0,0.0056,8.4,0.4,553.2,0.0266,30.0,3.2,493.4,0.0041,4.6,0.4,483.4,0.0166,8.0,0.4,951.8,0.3983,24.0,2.6,137.2,0.0385,0.6,0.2,911.0,0.4313,26.4,1.6,0.9677,1.0906,4.4302,10436.206,10436.206,10436.206,1.68,3.08,2.44,2.0,6944.14,"T0:2次,T2:2次,T3:1次",13.6,44.0,647.8,0.0018,68.0,7.0,711.8,0.0119,75.0,8.4,640.4,0.0025,65.2,6.6,900.0,0.065,101.4,9.2,210.0,0.0004,7.6,3.6,890.0,0.2909,99.2,9.2,0.3724,5.3319,1.5889
11-10-5-3-(1),11,10,5,3,8856.1132,8856.1132,8856.1132,1.64,1.69,1.66,2.0,5890.74,"T0:3次,T1:1次,T2:1次",15.2,44.0,501.0,0.0184,22.4,6.4,544.8,0.0147,47.6,7.6,474.6,0.002,12.4,2.2,479.6,0.0031,21.0,4.2,934.6,0.4006,53.6,11.0,135.2,0.0548,1.0,0.6,930.2,0.5192,48.8,8.8,1.0579,1.1298,2.6223,8856.1132,8856.1132,8856.1132,2.72,3.64,3.16,2.0,5890.74,"T0:2次,T3:3次",15.4,44.0,673.8,0.0154,37.6,4.6,677.8,0.0269,27.2,5.0,648.4,0.001,30.8,4.8,908.6,0.0877,46.8,6.0,155.0,0.0003,3.4,1.8,936.4,0.3652,45.4,6.6,0.4965,6.6483,2.02
11-10-5-4-(1),11,10,5,4,9672.9178,9672.9178,9672.9178,2.37,2.39,2.38,2.0,6435.28,"T0:1次,T1:2次,T2:2次",14.2,44.0,509.8,0.0206,52.8,5.6,537.8,0.0234,74.4,9.8,458.6,0.0049,24.2,5.0,493.8,0.0143,50.4,7.6,948.2,0.4631,105.2,17.2,130.2,0.0269,0.6,0.2,921.6,0.373,96.0,10.6,0.9801,1.0545,5.379,9672.9178,9672.9178,9672.9178,1.53,1.64,1.6,2.0,6435.28,"T0:2次,T1:2次,T2:1次",16.0,44.0,685.6,0.0018,41.2,1.8,680.4,0.032,36.6,2.0,634.0,0.001,39.6,1.6,931.0,0.03,61.0,3.2,148.6,0.0003,3.0,0.6,920.4,0.1306,53.4,1.6,0.1956,2.7042,1.709
11-10-5-5-(1),11,10,5,5,8451.9805,8451.9805,8451.9805,1.69,1.74,1.71,2.0,5621.32,"T1:1次,T2:3次,T3:1次",15.4,44.0,509.6,0.0118,33.6,2.8,525.8,0.0225,42.2,3.6,477.2,0.0035,17.8,1.2,487.4,0.0098,32.8,3.6,953.6,0.4989,62.8,6.8,135.0,0.0573,0.4,0.2,911.4,0.409,63.2,4.2,1.0413,1.064,2.8997,8476.1662,8476.1662,8476.1662,1.56,3.71,2.5,2.0,5637.44,"T0:3次,T1:1次,T3:1次",16.0,44.0,664.4,0.0019,46.6,4.2,677.6,0.0275,36.0,2.4,658.0,0.001,48.0,3.0,913.4,0.0461,60.4,3.8,165.2,0.0003,4.6,0.8,921.4,0.2112,65.6,5.0,0.288,5.2628,1.8224
11-13-5-1-(2),11,13,5,1,9534.902,10337.976,9695.5168,3.34,3.4,3.37,2.0,6450.34,T0:5次,16.0,44.0,479.8,0.008,28.8,0.8,516.8,0.0355,50.4,1.4,468.6,0.0021,19.2,0.8,534.8,0.0294,46.4,3.2,945.0,0.7297,74.2,2.6,113.0,0.0364,0.4,0.0,942.0,0.776,70.2,3.6,1.6385,1.7642,7.4487,9539.0699,9540.0838,9539.3755,2.89,3.48,3.12,2.0,6346.25,"T0:2次,T1:1次,T3:2次",13.4,44.0,642.0,0.0094,43.8,6.4,719.6,0.0273,83.4,7.6,638.4,0.001,48.4,8.8,902.6,0.0673,83.2,10.8,160.2,0.0003,4.8,2.0,937.2,0.3278,87.6,10.0,0.433,6.7576,2.5659
11-13-5-2-(2),11,13,5,2,8872.8871,8872.8871,8872.8871,3.19,3.28,3.22,2.0,5901.92,"T0:1次,T1:1次,T2:3次",15.2,44.0,484.2,0.0086,36.2,5.4,549.8,0.0224,71.2,11.4,465.4,0.0035,18.0,2.2,500.6,0.008,41.2,7.0,930.8,0.8754,81.8,12.2,116.4,0.0745,0.6,0.0,952.8,0.7413,84.2,13.8,1.7709,1.8619,6.7122,8872.8871,8872.8871,8872.8871,2.73,4.89,3.66,2.0,5901.92,"T0:2次,T2:2次,T3:1次",20.0,44.0,612.2,0.0094,40.8,0.0,735.6,0.0382,74.4,0.0,652.2,0.001,43.8,0.0,923.8,0.1333,79.4,0.0,140.0,0.0003,3.6,0.0,936.2,0.3696,76.0,0.0,0.5518,8.2586,2.6044
11-13-5-3-(2),11,13,5,3,9454.0134,9470.0218,9466.8201,2.88,2.97,2.91,2.0,6297.88,"T0:1次,T1:1次,T2:2次,T3:1次",15.6,44.0,469.8,0.0058,37.2,3.0,568.2,0.015,92.6,9.2,440.6,0.0019,17.0,1.0,521.4,0.0111,47.4,5.8,919.6,0.6578,90.4,9.0,143.0,0.0621,0.6,0.4,937.4,0.8572,103.2,9.6,1.6533,1.8071,5.8416,9383.961,9383.961,9383.961,16.83,20.81,19.23,2.0,6242.64,"T0:1次,T2:2次,T3:2次",20.0,44.0,630.4,0.0137,49.8,0.0,783.4,0.1166,154.0,0.0,586.2,0.0012,44.0,0.0,910.0,0.3225,112.6,0.0,120.0,0.0004,2.4,0.0,970.0,1.9572,132.8,0.0,2.4117,59.861,4.0586
11-13-5-4-(2),11,13,5,4,8629.0315,8629.0315,8629.0315,3.02,3.05,3.03,2.0,5739.35,"T1:2次,T2:2次,T3:1次",15.8,44.0,484.0,0.0185,39.8,5.4,568.0,0.0423,90.0,10.6,452.2,0.005,23.0,1.8,495.8,0.0266,44.4,6.4,954.4,0.8746,105.4,12.8,121.6,0.0546,0.6,0.4,924.0,0.7757,91.2,11.0,1.8204,1.5168,6.4033,8629.0376,8637.6783,8632.3681,3.22,5.0,4.06,2.0,5741.58,"T0:1次,T1:1次,T2:1次,T3:2次",15.2,44.0,674.2,0.0076,42.8,5.0,674.2,0.016,59.4,6.2,651.6,0.001,40.8,4.2,917.0,0.0784,66.6,7.6,136.6,0.0003,2.8,1.2,946.4,0.4269,73.6,6.6,0.5303,9.4195,2.793
11-13-5-5-(2),11,13,5,5,8144.3256,8144.3256,8144.3256,2.53,2.56,2.54,2.0,5416.22,"T0:2次,T1:1次,T2:1次,T3:1次",16.0,44.0,471.6,0.0073,23.2,1.8,588.4,0.0314,88.0,5.6,465.6,0.002,14.0,1.2,474.4,0.0092,23.6,2.8,961.2,0.723,76.6,6.0,108.8,0.0726,0.2,0.0,930.0,0.6384,72.0,5.4,1.5111,1.9189,4.5294,8144.3256,8144.3256,8144.3256,8.93,21.76,14.85,2.0,5416.22,"T0:2次,T1:1次,T2:1次,T3:1次",13.4,44.0,657.4,0.0074,79.4,4.4,706.4,0.0474,107.4,7.4,636.2,0.0042,74.4,5.6,901.0,0.2193,115.8,8.0,129.2,0.0034,2.6,1.2,969.8,1.3613,142.8,8.2,1.643,45.6417,3.5084
11-14-5-1-(0),11,14,5,1,11208.9478,11208.9478,11208.9478,3.22,3.28,3.25,2.0,7459.3,"T0:1次,T1:2次,T2:1次,T3:1次",15.4,44.0,510.4,0.0046,46.4,3.4,557.6,0.0265,96.8,6.8,449.6,0.0019,24.2,1.6,482.4,0.0094,45.6,3.4,932.0,0.7605,103.6,7.8,122.8,0.0731,0.2,0.0,945.2,0.7945,109.2,7.4,1.6819,2.2411,6.5417,11208.9478,11208.9478,11208.9478,13.18,23.06,18.26,2.0,7459.3,"T0:1次,T1:4次",15.4,44.0,724.0,0.0076,104.0,4.0,683.6,0.0534,109.2,6.0,592.4,0.0026,71.6,4.8,891.2,0.2695,125.8,5.4,139.0,0.0004,6.0,2.2,969.8,1.3029,153.0,7.2,1.6365,52.7764,2.9975
11-14-5-1-(1),11,14,5,1,13132.9576,13132.9576,13132.9576,3.73,3.83,3.77,2.0,8741.97,"T0:2次,T2:1次,T3:2次",15.0,44.0,513.6,0.0061,48.4,7.6,549.8,0.0187,83.2,12.2,448.2,0.0134,19.2,2.6,488.4,0.008,40.0,7.0,956.4,0.9377,99.2,17.0,105.2,0.0915,0.2,0.0,938.4,0.761,91.4,12.4,1.8718,2.3126,8.1082,13132.9576,13132.9576,13132.9576,2.8,4.22,3.31,2.0,8741.97,"T0:1次,T1:1次,T2:1次,T3:2次",15.8,44.0,705.6,0.002,33.8,4.2,672.4,0.0202,42.4,3.8,622.0,0.004,29.8,5.8,836.6,0.0544,40.2,5.2,142.2,0.0003,2.6,0.8,1021.2,0.3226,63.2,7.8,0.4035,7.5791,2.5214
11-14-5-1-(2),11,14,5,1,10707.991,10707.991,10707.991,3.59,3.73,3.65,2.0,7125.33,"T0:3次,T1:2次",15.6,44.0,486.0,0.0293,24.6,1.2,555.4,0.0272,62.8,4.6,463.2,0.0021,13.2,0.8,495.4,0.0116,27.2,3.0,937.0,1.1318,60.6,4.6,122.0,0.1428,0.4,0.0,941.0,1.1258,66.8,5.0,2.4954,2.3084,7.1343,10707.991,10707.991,10707.991,26.2,29.01,27.03,2.0,7125.33,"T0:1次,T1:2次,T2:1次,T3:1次",20.0,44.0,720.2,0.0096,86.8,0.0,721.8,0.0591,127.0,0.0,558.0,0.0168,59.4,0.0,883.6,0.4392,115.0,0.0,125.4,0.0004,3.2,0.0,991.0,2.2997,155.0,0.0,2.8249,89.1901,4.0356
11-14-5-2-(0),11,14,5,2,11122.8871,11122.8871,11122.8871,2.82,2.94,2.86,2.0,7401.92,"T0:2次,T1:1次,T2:2次",20.0,44.0,499.6,0.0113,23.6,0.0,526.2,0.0269,40.0,0.0,488.2,0.0036,20.8,0.0,486.0,0.0049,22.6,0.0,929.2,0.7544,51.6,0.0,135.6,0.0868,2.2,0.0,935.2,0.7475,53.2,0.0,1.6635,2.1865,5.1866,11122.8871,11122.8871,11122.8871,2.91,3.13,2.99,2.0,7401.92,"T0:3次,T1:1次,T3:1次",16.0,44.0,744.8,0.0021,47.0,1.0,605.8,0.0073,34.6,4.6,649.4,0.001,38.0,1.8,943.2,0.0894,62.0,4.8,139.2,0.0003,2.8,0.8,917.6,0.2495,54.8,1.8,0.3496,6.7092,2.4592
11-14-5-2-(1),11,14,5,2,12753.0106,12753.0106,12753.0106,3.08,3.16,3.11,2.0,8488.67,"T0:1次,T1:3次,T3:1次",14.0,44.0,503.4,0.0076,38.0,6.2,525.8,0.0119,49.2,6.4,461.6,0.0094,14.6,1.8,509.2,0.0181,41.8,7.4,924.6,0.725,72.2,10.4,126.0,0.0854,0.8,0.2,949.4,0.8381,70.6,11.2,1.7237,2.2006,5.9505,12753.0106,12753.0106,12753.0106,2.52,2.92,2.73,2.0,8488.67,"T0:1次,T1:3次,T3:1次",15.0,42.0,701.4,0.0071,17.6,3.4,566.0,0.0158,14.2,4.2,652.6,0.0115,22.2,5.0,844.2,0.0727,22.4,5.2,134.6,0.0003,1.8,0.6,941.2,0.2582,29.8,6.8,0.3656,5.464,2.4603
11-14-5-2-(2),11,14,5,2,10683.5472,10683.5472,10683.5472,3.13,3.21,3.15,2.0,7109.03,"T0:3次,T1:2次",16.0,44.0,490.2,0.0045,17.8,0.6,522.0,0.0354,25.0,2.8,505.8,0.0037,14.2,0.4,482.0,0.0282,16.8,0.8,944.4,0.7733,37.2,1.2,108.4,0.0768,0.2,0.2,947.2,0.8709,36.4,3.2,1.8372,1.8685,6.3888,10683.5472,10683.5472,10683.5472,9.25,14.37,12.64,2.0,7109.03,"T1:3次,T2:1次,T3:1次",15.8,44.0,810.6,0.0077,72.2,5.6,550.0,0.0174,44.6,4.6,639.4,0.0012,48.2,4.0,875.6,0.2085,72.4,4.4,141.0,0.0004,3.8,1.6,983.4,1.1402,88.8,8.2,1.3755,36.612,3.0839
11-14-5-3-(0),11,14,5,3,11196.855,11196.855,11196.855,3.32,3.45,3.4,2.0,7451.24,"T0:3次,T2:1次,T3:1次",15.2,44.0,484.2,0.0097,23.0,3.0,548.8,0.0213,41.4,6.0,479.4,0.0021,13.4,1.0,487.6,0.0112,24.6,3.8,948.4,1.0056,52.6,7.0,131.2,0.104,0.2,0.0,920.4,0.953,49.6,6.8,2.1372,2.2788,6.5895,11196.8652,11198.0733,11197.2023,3.13,7.57,4.42,2.0,7451.47,"T0:1次,T1:2次,T2:1次,T3:1次",14.8,44.0,717.4,0.0037,49.6,3.0,666.2,0.0476,48.8,3.2,616.4,0.0123,44.0,4.0,892.0,0.0765,61.2,5.6,156.4,0.0004,2.6,0.8,951.6,0.2908,78.6,3.8,0.4312,9.186,2.3946
11-14-5-3-(1),11,14,5,3,11845.2157,11845.2157,11845.2157,2.73,2.8,2.76,2.0,7883.48,"T0:3次,T1:1次,T2:1次",16.0,44.0,487.8,0.0129,19.4,0.8,503.2,0.0221,33.6,4.4,520.6,0.0094,10.6,1.6,488.4,0.008,20.2,1.2,932.4,0.8577,42.4,3.8,111.8,0.0972,0.2,0.0,955.8,0.8019,41.2,4.2,1.8484,1.7226,5.0568,11845.2157,11845.2157,11845.2157,5.52,7.87,6.39,2.0,7883.48,"T0:2次,T1:2次,T3:1次",15.0,44.0,721.4,0.0025,50.4,4.8,658.6,0.047,39.4,5.2,620.0,0.001,38.0,3.8,853.6,0.1481,52.2,4.8,149.0,0.0004,3.4,1.2,997.4,0.6918,72.2,7.8,0.8908,17.1324,2.5243
11-14-5-3-(2),11,14,5,3,11127.8166,11127.8166,11127.8166,2.52,2.62,2.55,2.0,7405.21,"T0:3次,T2:2次",16.0,44.0,517.0,0.0163,30.8,2.4,515.4,0.0117,43.6,4.4,478.8,0.0094,17.2,1.0,488.8,0.0035,31.8,2.0,946.2,0.8251,60.4,5.4,104.0,0.0686,0.0,0.0,949.8,0.6974,63.0,4.4,1.6492,2.3428,3.9715,11127.8166,11127.8166,11127.8166,3.21,7.97,5.49,2.0,7405.21,"T0:1次,T1:1次,T2:1次,T3:2次",16.0,44.0,742.2,0.0205,65.0,3.4,673.4,0.0339,65.2,5.2,584.4,0.001,43.8,2.8,883.8,0.0856,71.4,5.0,145.4,0.0004,3.8,1.0,970.8,0.5509,98.8,5.4,0.6922,13.8992,2.7267
