算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
30-37-2-1-(SH_Lujiazui),30,37,2,1,26661.6515,26662.764,26662.3932,9.66,13.22,11.27,1.0,17768.26,"T0:1次,T2:2次",3.0,16.33,166.67,0.003,38.0,6.0,210.0,0.0136,80.0,11.67,184.33,0.0129,49.0,8.33,188.33,0.0141,46.0,9.67,360.0,4.8463,114.0,20.33,60.0,0.8621,0.0,0.0,329.33,4.3936,99.0,15.33,10.1588,7.841,7.6226,26661.6515,26662.764,26662.3932,4.05,9.46,7.23,1.0,17768.26,"T0:1次,T1:1次,T2:1次",3.67,16.67,270.0,0.0006,82.0,10.0,223.33,0.0008,57.67,4.33,246.0,0.0002,68.67,8.0,308.0,0.0052,82.33,9.67,76.67,0.0001,1.67,0.67,354.67,0.0638,124.33,12.0,0.0707,13.5624,0.1847
30-37-2-2-(SH_Lujiazui),30,37,2,2,26613.69,26613.69,26613.69,7.68,11.55,9.66,1.0,17735.79,"T0:1次,T1:2次",3.0,14.67,163.33,0.0066,40.0,5.67,187.33,0.0181,74.0,8.67,142.0,0.001,33.67,4.33,142.33,0.0028,28.67,3.67,283.0,3.6408,82.67,11.0,60.0,0.8261,0.0,0.0,292.0,3.755,93.67,11.33,8.2533,6.3323,6.1058,26613.69,26613.69,26613.69,1.68,4.74,3.34,1.0,17735.79,"T0:1次,T1:1次,T2:1次",5.0,19.0,309.67,0.0006,82.67,5.33,266.33,0.0009,63.0,5.67,265.67,0.0002,66.0,5.33,354.0,0.0043,86.67,7.0,69.67,0.0001,1.33,1.0,418.0,0.0524,123.67,8.33,0.0584,6.4629,0.1845
30-37-2-3-(SH_Lujiazui),30,37,2,3,26609.7396,26609.7396,26609.7396,7.47,9.25,8.53,1.0,17733.16,"T0:1次,T1:2次",3.0,12.33,140.67,0.0077,36.33,6.0,153.33,0.0061,61.67,8.67,126.33,0.0009,31.0,7.0,131.0,0.0025,32.67,5.67,258.67,3.4222,80.67,15.0,56.0,0.7293,0.0,0.0,236.67,3.0907,81.0,12.33,7.2712,5.6102,5.5572,26609.7396,26609.7396,26609.7396,4.06,27.03,13.76,1.0,17733.16,"T0:2次,T2:1次",5.0,17.0,240.33,0.0006,70.33,7.0,258.33,0.001,81.0,9.67,234.67,0.0002,66.33,8.33,304.33,0.006,84.33,12.67,59.67,0.0001,1.0,0.33,369.33,0.0904,132.33,12.0,0.0983,25.9561,0.2027
30-37-2-4-(SH_Lujiazui),30,37,2,4,26805.0428,26806.1553,26805.4136,6.45,11.27,9.16,1.0,17863.61,"T0:1次,T1:2次",3.0,13.33,139.0,0.0044,33.33,5.0,188.33,0.0155,74.33,9.0,130.33,0.0092,29.67,6.33,142.67,0.0052,35.67,6.0,267.67,3.5785,79.0,13.0,54.67,0.7636,0.0,0.0,278.0,3.6035,94.0,13.33,7.9943,5.9581,5.6892,26805.0428,26806.1553,26805.7844,4.79,5.93,5.28,1.0,17863.86,"T1:1次,T2:2次",4.0,19.33,280.67,0.0006,77.0,6.67,272.67,0.001,75.67,6.33,263.33,0.0002,67.67,6.67,346.33,0.0051,82.0,7.67,79.33,0.0001,1.33,0.67,391.0,0.0623,137.0,11.33,0.0692,11.0543,0.1971
30-37-2-5-(SH_Lujiazui),30,37,2,5,25967.4062,25968.5187,25967.777,8.78,11.98,10.6,1.0,17305.18,"T0:2次,T2:1次",3.0,15.67,172.67,0.0088,42.67,4.0,204.67,0.0075,81.67,9.33,153.33,0.0091,29.67,2.33,176.0,0.0092,48.33,4.67,330.67,4.1996,102.0,11.67,49.33,0.6525,0.0,0.0,326.67,4.1265,100.33,8.67,9.0246,6.7978,6.7298,26010.5991,26136.1251,26059.0225,13.47,24.51,19.23,1.0,17366.02,T0:3次,4.33,20.33,302.0,0.0007,79.0,5.33,317.67,0.0012,97.33,8.67,295.33,0.0002,69.67,6.0,361.0,0.0072,79.67,6.67,70.67,0.0001,1.67,0.67,483.33,0.1267,164.67,12.67,0.1361,32.1943,0.2565
31-41-2-1-(GZ_Baiyun),31,41,2,1,21674.2534,21674.2534,21674.2534,9.65,18.62,13.94,1.0,14442.84,"T0:1次,T1:1次,T2:1次",3.0,16.0,182.33,0.003,46.67,7.67,212.67,0.0163,82.33,11.67,165.33,0.0012,37.33,7.33,166.33,0.0075,43.67,5.33,324.0,5.8885,97.67,16.33,58.33,1.1063,0.0,0.0,344.33,6.1517,112.33,15.67,13.1779,9.9022,9.2004,21674.2534,21707.3187,21685.2752,7.36,10.61,9.28,1.0,14450.18,"T0:2次,T2:1次",4.0,15.67,224.0,0.0005,58.33,6.67,235.33,0.0009,68.33,4.0,222.0,0.0002,56.0,7.67,275.0,0.005,68.33,7.0,67.0,0.0001,1.33,0.33,339.33,0.0706,113.0,11.0,0.0772,17.2382,0.1946
31-41-2-2-(GZ_Baiyun),31,41,2,2,21582.2921,21582.2921,21582.2921,12.87,18.59,14.94,1.0,14381.53,"T1:2次,T2:1次",3.0,17.67,183.67,0.011,47.0,9.33,225.67,0.0146,93.0,15.67,189.33,0.0106,53.33,10.0,183.0,0.0075,42.67,8.0,374.33,6.6789,123.0,23.67,61.67,1.1619,0.0,0.0,345.67,6.031,113.0,19.33,13.9305,10.9784,10.0022,21582.2921,21645.9545,21613.2369,7.1,13.78,9.92,1.0,14402.16,"T0:1次,T2:2次",4.0,17.0,255.67,0.0006,81.67,14.67,251.33,0.001,82.0,11.0,226.0,0.0002,66.33,10.0,289.33,0.0058,79.0,12.0,52.33,0.0001,0.33,0.33,391.33,0.0944,150.67,23.33,0.1021,19.0797,0.2268
31-41-2-3-(GZ_Baiyun),31,41,2,3,21420.4787,21420.4787,21420.4787,9.78,11.93,10.83,1.0,14273.65,T1:3次,3.0,12.33,118.67,0.0016,21.67,3.33,164.33,0.013,69.0,7.33,140.33,0.0008,35.33,6.0,118.67,0.002,26.33,1.67,250.33,4.4124,74.67,9.33,53.0,0.959,0.0,0.0,238.67,4.131,77.67,9.0,9.5324,7.4029,6.9281,21420.4787,21420.4787,21420.4787,6.45,11.73,9.23,1.0,14273.65,"T1:2次,T2:1次",4.0,20.33,318.33,0.0007,93.67,9.33,284.33,0.001,81.0,3.67,306.0,0.0003,79.67,8.33,348.33,0.0061,78.67,5.67,64.33,0.0001,0.0,0.0,496.0,0.0965,175.67,15.67,0.1046,18.9236,0.2603
31-41-2-4-(GZ_Baiyun),31,41,2,4,21289.5121,21289.5121,21289.5121,10.28,16.13,12.81,1.0,14186.34,"T0:1次,T1:1次,T2:1次",3.0,14.67,166.33,0.0111,47.0,4.67,204.67,0.0284,81.33,12.67,153.67,0.0011,41.33,5.33,144.33,0.0071,37.33,3.67,304.33,4.9798,106.33,13.0,58.33,1.0638,0.0,0.0,306.33,5.215,100.67,13.33,11.3175,8.7343,7.5682,21289.5121,21289.5121,21289.5121,6.9,10.42,8.9,1.0,14186.34,"T0:2次,T1:1次",4.67,21.33,339.67,0.0007,99.0,6.0,319.67,0.0012,85.0,10.0,324.0,0.0003,93.67,7.33,454.33,0.0071,129.67,14.0,60.33,0.0001,1.0,0.33,468.67,0.0822,147.0,9.0,0.0914,15.3875,0.2832
31-41-2-5-(GZ_Baiyun),31,41,2,5,21084.5779,21084.5779,21084.5779,12.58,15.98,14.28,1.0,14049.72,"T0:1次,T2:2次",3.0,16.0,172.33,0.0031,39.67,6.33,220.0,0.0309,85.33,13.0,153.0,0.0012,34.0,8.67,179.33,0.0176,52.33,8.67,329.33,6.1158,105.0,17.67,62.0,1.4378,0.0,0.0,333.33,6.3392,106.33,19.0,13.9611,9.8842,8.9991,20967.4846,21084.5779,21045.5468,3.77,9.87,6.39,1.0,14023.7,"T0:1次,T1:2次",3.67,16.33,236.67,0.0005,72.0,5.33,236.0,0.0009,60.33,7.0,243.67,0.0002,67.33,9.0,289.67,0.0047,70.33,7.0,63.0,0.0001,0.33,0.33,363.67,0.0664,129.0,14.0,0.0727,11.703,0.1984
32-45-2-1-(SZ_Futian),32,45,2,1,20204.5512,20204.5512,20204.5512,10.96,15.77,14.04,1.0,13463.03,"T0:1次,T1:1次,T2:1次",3.0,12.67,130.33,0.0027,26.33,5.0,207.0,0.0167,93.33,11.0,87.67,0.0049,11.33,1.0,128.67,0.0074,23.67,3.0,243.33,5.4138,73.33,11.0,61.0,1.4106,0.33,0.0,249.33,5.7317,81.0,9.0,12.5945,9.4819,7.8335,20204.5512,20204.6677,20204.59,5.78,14.47,9.6,1.0,13463.06,"T1:1次,T2:2次",4.33,18.33,262.67,0.0006,58.33,3.33,303.33,0.0012,86.0,5.0,242.33,0.0002,46.67,4.33,331.0,0.0062,74.33,5.33,70.0,0.0001,1.33,0.67,407.33,0.0902,115.33,6.67,0.0984,16.5985,0.258
32-45-2-2-(SZ_Futian),32,45,2,2,20001.6858,20001.6858,20001.6858,14.5,17.04,15.95,1.0,13327.79,"T1:2次,T2:1次",3.0,15.0,120.67,0.0024,19.0,2.33,249.33,0.0326,114.0,17.0,144.33,0.0099,29.0,3.0,142.33,0.0035,28.67,3.33,295.33,7.3197,95.67,12.33,58.33,1.475,0.67,0.0,303.0,7.5826,94.33,13.33,16.433,12.08,9.4992,20001.6858,20001.6858,20001.6858,4.84,7.44,6.4,1.0,13327.79,"T0:1次,T1:1次,T2:1次",3.67,17.67,249.33,0.0006,62.67,5.67,258.0,0.001,68.33,4.0,251.0,0.0002,60.33,6.0,311.67,0.0055,76.0,5.67,66.33,0.0001,1.33,0.0,380.33,0.0773,114.0,10.0,0.0847,13.6801,0.2382
32-45-2-3-(SZ_Futian),32,45,2,3,19861.7755,19861.7755,19861.7755,13.92,15.52,14.75,1.0,13234.52,T1:3次,3.0,13.0,123.33,0.0063,29.0,4.33,199.0,0.0181,91.0,15.0,140.33,0.0011,32.67,5.67,129.67,0.0172,27.0,3.67,264.67,6.2262,90.33,12.0,56.0,1.4012,0.0,0.0,271.67,6.6186,89.33,16.67,14.2995,10.4402,8.5462,19861.7755,19861.7755,19861.7755,7.46,10.54,9.38,1.0,13234.52,"T0:1次,T1:2次",4.0,15.0,203.33,0.0005,53.33,2.33,235.0,0.001,76.33,6.33,203.67,0.0002,50.0,5.33,275.33,0.0058,79.33,6.0,65.0,0.0001,1.0,0.33,301.67,0.0746,99.33,7.67,0.0822,18.6366,0.2151
32-45-2-4-(SZ_Futian),32,45,2,4,20380.0909,20380.0909,20380.0909,10.24,14.45,12.65,1.0,13580.06,"T0:1次,T1:1次,T2:1次",3.0,11.67,117.33,0.0082,28.0,2.33,162.67,0.0113,71.33,8.0,100.33,0.0008,12.33,1.33,114.0,0.0063,19.33,3.0,234.0,5.1753,72.0,7.0,53.0,1.1796,0.0,0.0,207.33,4.8251,59.0,7.67,11.2168,8.3206,6.9477,20380.0909,20414.6169,20391.5996,10.12,23.05,15.29,1.0,13587.73,"T0:2次,T1:1次",4.67,20.33,322.0,0.0008,84.33,5.67,365.33,0.0014,104.33,10.33,229.33,0.0002,37.0,3.67,368.67,0.0084,81.67,6.0,77.0,0.0001,1.0,0.33,471.0,0.1267,143.0,13.33,0.1376,31.4935,0.3178
32-45-2-5-(SZ_Futian),32,45,2,5,19180.124,19180.124,19180.124,11.21,16.08,14.28,1.0,12780.08,"T1:2次,T2:1次",3.0,13.33,120.0,0.0102,26.33,2.0,196.0,0.016,96.67,14.0,117.67,0.0008,21.0,4.33,146.0,0.015,32.0,6.67,251.67,5.6319,84.67,11.33,61.67,1.4171,0.0,0.0,266.33,6.152,91.33,15.67,13.2478,9.8473,8.2303,19180.124,19253.6109,19204.6196,4.51,12.56,8.02,1.0,12796.41,"T0:1次,T1:1次,T2:1次",4.33,16.33,243.33,0.0005,54.0,3.67,283.67,0.0009,90.67,4.0,196.0,0.0002,35.0,3.0,298.0,0.0052,70.0,4.0,77.0,0.0001,1.67,0.0,348.0,0.0689,108.0,6.67,0.0758,16.2887,0.2272
33-55-2-1-(CD_Jinniu),33,55,2,1,38278.5908,38292.7434,38283.3083,21.54,23.76,22.58,1.0,25515.54,T1:3次,3.0,12.0,122.67,0.0027,36.33,3.33,161.67,0.0104,81.33,11.33,143.0,0.0013,44.67,11.0,116.67,0.0135,31.67,5.0,244.67,10.4994,103.33,16.0,56.67,2.2569,0.0,0.0,242.67,10.1727,90.67,14.67,22.9678,17.2588,11.4548,38380.7411,38588.4363,38519.2046,18.04,25.81,21.04,1.0,25672.8,"T0:1次,T1:1次,T2:1次",4.33,19.0,280.67,0.0007,74.67,6.33,258.67,0.0012,65.0,6.33,294.0,0.0003,88.0,7.33,351.67,0.009,90.67,7.67,63.67,0.0001,0.67,0.33,418.0,0.1412,136.33,12.0,0.1524,38.3844,0.3719
