算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
13-12-5-1-(0),13,12,5,1,22258.4702,22258.4702,22258.4702,3.18,3.29,3.22,1.0,14832.31,"T0:2次,T1:1次,T2:1次,T3:1次",15.0,44.0,454.4,0.0042,45.0,3.2,568.0,0.0148,77.8,8.6,467.0,0.002,34.0,3.8,510.6,0.0196,57.4,5.8,937.8,0.7218,103.2,11.0,104.8,0.0627,0.2,0.0,957.4,0.7338,110.8,10.4,1.5732,1.4764,7.4505,22258.4702,22258.4702,22258.4702,2.44,5.62,3.93,1.0,14832.31,T0:5次,16.0,44.0,688.4,0.0066,22.0,2.0,604.4,0.0452,15.0,4.4,707.2,0.0057,31.0,4.2,876.4,0.0696,31.2,4.4,197.0,0.0094,3.8,1.0,926.6,0.3625,33.0,5.2,0.499,9.3017,2.6755
13-12-5-1-(1),13,12,5,1,20535.1741,20535.1741,20535.1741,2.66,2.75,2.71,1.0,13683.45,"T0:1次,T1:2次,T2:2次",13.6,44.0,484.6,0.0043,46.8,4.8,545.0,0.0204,66.4,11.8,474.2,0.002,40.0,3.4,496.2,0.037,49.4,6.4,933.4,0.7775,98.0,14.0,114.2,0.0498,0.6,0.2,952.4,0.7908,104.0,12.2,1.6918,1.5897,5.2139,20535.1741,20535.1741,20535.1741,2.77,2.99,2.89,1.0,13683.45,"T0:2次,T1:1次,T2:1次,T3:1次",15.4,44.0,697.6,0.0183,84.6,3.0,599.2,0.0158,44.8,6.4,703.2,0.0011,94.2,5.2,917.0,0.066,106.8,6.0,119.4,0.0002,1.6,0.8,963.6,0.2917,115.2,7.8,0.3931,6.3851,2.5405
13-12-5-1-(2),13,12,5,1,19540.673,19540.673,19540.673,2.06,2.13,2.09,1.0,13020.45,"T0:2次,T2:2次,T3:1次",12.8,44.0,488.2,0.0184,46.0,4.8,570.4,0.0193,98.2,10.4,471.8,0.0088,50.4,7.2,469.6,0.0307,43.8,3.8,936.4,0.8934,113.4,12.0,115.2,0.1181,0.6,0.2,948.4,0.9327,124.4,14.0,2.0538,1.1593,3.2292,19562.5599,19577.1945,19569.63,3.72,7.37,4.8,1.0,13039.75,"T0:1次,T1:1次,T3:3次",13.8,44.0,746.4,0.0113,70.2,8.4,471.6,0.0135,26.6,3.4,782.0,0.0028,80.0,10.8,864.8,0.0669,71.6,10.0,125.2,0.0003,1.6,0.4,1010.0,0.4334,103.6,12.2,0.5282,12.0608,2.5378
13-12-5-2-(0),13,12,5,2,21924.9762,24212.1522,22382.4114,2.68,2.82,2.72,1.2,14913.61,"T0:2次,T1:1次,T2:1次,T3:1次",15.0,44.0,474.2,0.0133,35.2,5.0,539.4,0.0167,58.8,6.8,481.4,0.0126,24.0,2.8,505.0,0.0034,33.0,5.8,953.6,0.6622,75.6,10.2,114.8,0.0447,1.0,0.2,931.6,0.6965,74.4,10.0,1.4698,1.4873,5.8062,21924.9762,21924.9762,21924.9762,3.53,4.8,4.2,1.0,14609.98,"T0:3次,T1:2次",16.0,44.0,735.8,0.0214,45.2,4.4,569.0,0.0541,30.2,5.6,695.2,0.0011,43.8,4.8,888.6,0.1323,52.6,7.2,172.6,0.0004,4.4,1.4,938.8,0.3529,62.2,6.2,0.5622,9.9707,2.5586
13-12-5-2-(1),13,12,5,2,19024.6014,19024.6014,19024.6014,2.19,2.23,2.21,1.0,12676.4,"T0:3次,T1:2次",19.8,44.0,511.0,0.0029,38.8,0.0,469.6,0.0108,21.8,0.0,508.8,0.0067,49.0,0.2,510.6,0.0079,43.8,0.0,935.2,0.7381,74.2,0.0,126.2,0.0589,0.8,0.0,938.6,0.7782,78.4,0.2,1.6281,1.2539,3.9764,19024.5541,19097.1828,19039.1082,3.12,7.42,4.43,1.0,12686.07,"T1:2次,T2:3次",17.6,44.0,713.6,0.0067,57.0,0.6,598.2,0.015,18.6,0.6,688.2,0.0056,48.4,1.2,826.8,0.0916,48.2,0.6,140.6,0.0003,2.8,0.8,1032.6,0.4386,73.0,1.0,0.5578,10.6422,2.7521
13-12-5-2-(2),13,12,5,2,20840.0569,20840.0569,20840.0569,2.12,2.18,2.15,1.0,13886.7,T0:5次,15.4,44.0,477.2,0.0043,37.8,2.6,560.0,0.0141,56.2,4.0,459.0,0.0108,38.8,3.8,503.8,0.006,42.4,3.8,955.2,0.6767,90.4,7.4,109.2,0.0706,0.2,0.2,935.6,0.7573,84.6,6.6,1.574,1.1765,3.838,20491.6063,20863.2926,20788.3317,3.71,7.71,6.12,1.0,13852.22,"T0:1次,T1:3次,T2:1次",14.4,44.0,746.8,0.0054,71.0,5.4,458.8,0.0349,24.8,3.6,794.4,0.0153,89.6,4.4,916.6,0.0738,88.4,6.2,143.0,0.0003,1.8,0.4,940.4,0.4064,95.2,6.8,0.5362,16.7516,2.5813
13-12-5-3-(0),13,12,5,3,25959.7124,25959.7124,25959.7124,3.15,3.21,3.18,2.0,17293.14,"T0:1次,T1:2次,T2:1次,T3:1次",15.6,44.0,473.4,0.0159,43.4,3.6,554.4,0.0159,72.0,5.2,486.6,0.0066,29.6,3.0,485.6,0.0261,40.0,2.8,926.4,0.6625,94.0,5.2,110.6,0.0409,0.6,0.2,963.0,0.7991,90.4,9.2,1.6006,1.6697,6.9494,25960.2365,25960.2365,25960.2365,3.84,5.86,4.78,2.0,17293.49,"T0:1次,T3:4次",15.4,44.0,723.6,0.0139,115.2,6.0,583.8,0.0238,75.4,6.2,692.6,0.0026,115.0,7.0,881.6,0.0954,142.0,6.8,176.6,0.0004,5.8,1.2,941.8,0.3998,157.8,11.2,0.5359,11.2038,2.3896
13-12-5-3-(1),13,12,5,3,19586.8508,19586.8508,19586.8508,2.07,2.11,2.09,1.0,13051.23,"T1:2次,T3:3次",12.8,44.0,498.4,0.0089,54.8,5.0,478.4,0.0118,51.2,5.6,508.2,0.017,63.6,7.0,515.0,0.0709,57.6,7.0,942.0,0.9038,112.8,11.4,106.8,0.1202,0.0,0.0,951.2,0.9644,114.4,13.2,2.1222,1.0574,3.2975,18437.6651,19586.8508,18699.2857,2.94,7.99,4.44,1.0,12459.52,"T0:1次,T2:2次,T3:2次",14.8,44.0,723.0,0.0022,68.2,6.4,626.8,0.0265,37.0,5.2,650.2,0.0011,56.4,5.8,921.0,0.069,83.8,8.8,134.2,0.0003,2.2,1.0,944.8,0.3247,75.6,7.6,0.4237,10.8021,2.5519
13-12-5-3-(2),13,12,5,3,19900.7642,19900.7642,19900.7642,2.07,2.11,2.08,1.0,13260.51,"T0:2次,T1:1次,T2:2次",14.8,44.0,470.0,0.0042,45.8,3.0,609.6,0.0523,115.8,5.0,442.4,0.0064,38.8,2.6,478.0,0.015,42.4,4.2,941.0,0.8531,125.2,8.6,134.2,0.069,1.2,0.0,924.8,0.8793,116.4,6.2,1.8936,1.1501,3.3722,19922.8837,19943.42,19929.7076,3.49,5.04,4.05,1.0,13279.81,"T0:4次,T1:1次",13.2,44.0,683.0,0.0036,64.2,5.2,600.0,0.0307,37.2,5.0,717.0,0.0012,70.6,7.2,842.4,0.0613,72.4,7.4,143.8,0.0033,3.4,1.2,1013.8,0.3574,96.2,8.8,0.4575,10.0996,2.6271
13-12-5-4-(0),13,12,5,4,24459.6588,24459.6588,24459.6588,2.79,2.81,2.8,2.0,16293.11,"T0:2次,T1:1次,T2:1次,T3:1次",15.0,44.0,488.8,0.0074,49.4,5.0,541.2,0.0332,67.8,7.0,481.6,0.0051,33.0,4.2,488.4,0.0034,47.2,3.8,954.4,0.6472,102.2,11.2,117.0,0.0325,0.4,0.2,928.6,0.5867,94.8,8.6,1.3343,1.506,6.0011,24459.6588,24459.6588,24459.6588,2.72,5.07,4.03,2.0,16293.11,"T0:1次,T1:3次,T3:1次",16.0,44.0,670.0,0.0095,83.8,3.4,633.4,0.0225,77.0,3.6,696.6,0.0041,100.4,3.0,872.0,0.0989,115.2,4.2,202.8,0.0004,9.0,1.4,925.2,0.3786,137.0,4.4,0.5141,9.5354,2.5547
13-12-5-4-(1),13,12,5,4,19875.2418,19875.2418,19875.2418,2.05,2.1,2.08,1.0,13243.49,"T0:1次,T1:3次,T2:1次",14.4,44.0,527.8,0.0135,61.6,5.8,427.0,0.0453,35.0,2.2,514.0,0.0144,47.4,2.2,531.2,0.0195,56.6,6.0,942.2,0.8109,96.6,7.4,110.2,0.0617,0.0,0.0,947.6,1.0287,104.0,8.8,2.0286,1.2375,3.2438,18726.0562,18726.0562,18726.0562,3.88,7.86,5.27,1.0,12477.37,"T1:3次,T2:1次,T3:1次",14.6,44.0,706.2,0.0143,83.8,5.6,621.2,0.0335,40.0,5.8,672.6,0.0026,67.6,6.6,871.0,0.1212,79.0,6.4,130.4,0.0003,2.8,1.6,998.6,0.4677,109.6,10.0,0.6396,13.8308,2.6531
13-12-5-4-(2),13,12,5,4,19613.9148,19613.9148,19613.9148,2.08,2.14,2.1,1.0,13069.28,"T0:4次,T1:1次",16.0,44.0,500.0,0.0086,30.2,1.6,550.0,0.0274,59.4,3.6,446.8,0.0094,24.2,1.0,503.2,0.0084,34.2,1.4,932.2,0.8474,71.8,2.6,124.6,0.0558,0.6,0.0,943.2,1.0026,75.6,5.0,1.9961,1.2474,3.2145,19613.9148,19613.9148,19613.9148,3.12,7.15,5.11,1.0,13069.28,"T1:1次,T2:1次,T3:3次",15.4,44.0,833.4,0.0086,86.6,3.8,427.8,0.0321,20.4,0.8,738.8,0.0012,66.8,3.6,893.4,0.0848,80.4,4.0,160.0,0.0003,3.0,0.8,946.6,0.4593,90.4,3.4,0.5864,13.3125,2.5949
13-12-5-5-(0),13,12,5,5,21020.9582,21419.7568,21185.9591,3.46,3.52,3.48,1.2,14115.97,"T1:1次,T2:3次,T3:1次",14.6,44.0,528.8,0.0079,47.0,8.4,464.6,0.0163,48.2,5.0,499.8,0.0067,34.8,5.4,506.8,0.0074,45.0,6.0,956.6,0.6347,89.2,13.2,136.2,0.0922,1.6,1.0,907.2,0.8033,84.2,10.6,1.6049,1.9575,7.8074,21021.5145,21234.0613,21074.4959,4.82,6.52,5.61,1.0,14043.0,"T0:1次,T2:3次,T3:1次",14.8,44.0,767.6,0.01,80.4,6.0,546.4,0.0345,45.6,6.2,686.0,0.0203,76.6,8.2,857.0,0.0979,86.4,8.4,198.0,0.0005,6.0,2.0,945.0,0.4973,110.2,10.0,0.6606,14.3696,2.5916
13-12-5-5-(1),13,12,5,5,18982.2793,19603.5997,19194.4114,2.3,2.39,2.35,1.0,12789.61,"T0:1次,T1:2次,T2:1次,T3:1次",16.8,44.0,491.6,0.0044,52.6,1.2,479.0,0.0159,41.6,0.4,533.2,0.0178,66.6,2.6,496.2,0.0154,49.4,1.4,957.0,1.0199,102.0,3.4,119.8,0.0638,1.0,0.0,923.2,0.9733,107.2,2.2,2.1246,1.2211,3.8871,18870.3062,18886.6514,18874.7703,8.2,21.26,12.11,1.0,12576.51,"T0:2次,T1:1次,T3:2次",14.2,44.0,753.6,0.0035,97.2,9.0,585.6,0.0203,55.6,4.8,660.8,0.0192,69.0,5.4,875.2,0.1445,94.2,8.8,134.4,0.0034,2.8,1.4,990.4,0.8562,124.8,9.0,1.0471,37.4957,3.0837
13-12-5-5-(2),13,12,5,5,19542.5565,19542.5565,19542.5565,2.23,2.25,2.24,1.0,13021.7,"T0:1次,T1:3次,T2:1次",15.0,44.0,485.4,0.0199,37.6,2.0,559.4,0.0117,79.0,3.2,468.6,0.002,45.4,2.2,486.6,0.0138,44.4,3.2,914.8,0.8931,92.6,4.4,119.4,0.071,1.6,0.0,965.8,0.9135,112.2,6.2,1.9395,1.2187,3.743,19543.2871,19655.7789,19610.7517,13.46,20.95,17.37,1.0,13067.17,"T0:3次,T2:2次",12.8,44.0,712.8,0.006,104.6,5.8,632.8,0.0429,88.4,4.2,654.4,0.0012,102.6,3.8,872.4,0.1686,126.2,4.4,137.2,0.0049,3.4,0.8,990.4,1.1296,166.0,8.6,1.3534,57.3468,3.1724
13-14-5-1-(0),13,14,5,1,27086.1669,27340.0454,27164.2883,3.65,3.82,3.73,2.0,18096.19,"T1:3次,T2:2次",15.8,44.0,504.4,0.0117,57.0,4.6,566.4,0.0361,84.2,8.0,465.4,0.0081,31.8,1.8,463.8,0.0184,40.0,3.2,931.8,0.996,99.4,8.4,115.4,0.0914,0.2,0.0,952.8,0.9459,113.4,9.2,2.1611,2.2389,7.7286,27074.7979,27077.8579,27075.7142,21.81,26.6,23.9,2.0,18037.14,"T1:1次,T2:2次,T3:2次",15.2,44.0,758.4,0.0036,128.0,4.4,594.6,0.0828,76.0,2.2,647.0,0.0013,92.0,3.0,865.2,0.289,114.0,5.0,109.0,0.0004,1.6,0.6,1025.8,1.9085,180.4,4.0,2.2856,78.2025,4.2436
13-14-5-1-(1),13,14,5,1,21175.9077,21175.9077,21175.9077,2.65,2.75,2.68,1.0,14110.61,"T0:1次,T1:3次,T3:1次",16.2,44.0,495.4,0.0151,25.8,0.6,616.8,0.0264,79.4,2.6,393.0,0.0048,19.0,0.2,494.8,0.0088,27.0,0.4,925.8,1.2669,71.4,1.4,145.6,0.1421,2.2,0.0,928.6,1.262,77.6,2.4,2.7517,1.8953,3.9368,21175.9077,21175.9077,21175.9077,3.88,6.86,5.03,1.0,14110.61,"T0:2次,T1:1次,T2:1次,T3:1次",20.0,44.0,949.2,0.0293,39.4,0.0,299.8,0.0085,6.0,0.0,751.0,0.0012,27.4,0.0,917.2,0.1335,34.4,0.0,164.4,0.0004,2.0,0.0,918.4,0.5144,36.4,0.0,0.6872,12.5178,3.0657
13-14-5-1-(2),13,14,5,1,38337.254,38810.6634,38431.9359,2.97,3.06,3.01,2.0,25607.96,"T0:2次,T1:1次,T2:2次",13.8,44.0,484.6,0.0154,63.6,2.6,520.8,0.0155,84.2,6.6,504.4,0.0022,36.8,2.2,490.2,0.0101,69.0,4.6,940.0,0.9005,133.0,9.4,147.6,0.1309,2.6,0.0,912.4,0.8557,118.0,6.6,1.969,2.1483,5.3885,38667.9985,38738.2785,38696.1105,4.48,8.29,6.86,2.0,25784.07,"T0:1次,T1:1次,T2:2次,T3:1次",14.6,44.0,722.0,0.0129,64.0,4.6,578.4,0.0359,44.4,4.2,699.6,0.0012,53.6,3.6,815.8,0.0928,66.4,4.8,247.0,0.0021,9.0,1.4,937.2,0.4774,86.6,6.2,0.6222,20.2995,2.4704
13-14-5-2-(0),13,14,5,2,25404.5497,25404.5497,25404.5497,3.31,3.37,3.35,2.0,16923.03,"T1:2次,T3:3次",15.4,44.0,491.8,0.0303,40.8,2.0,502.6,0.0119,52.8,1.8,499.6,0.0052,25.8,2.0,506.0,0.0039,48.8,2.2,921.2,1.0067,82.0,2.4,140.8,0.1004,2.2,1.0,938.0,1.0253,84.0,4.6,2.2044,2.2242,6.3236,25404.5499,25404.596,25404.563,19.92,36.4,29.29,2.0,16923.04,"T0:2次,T1:1次,T2:2次",16.8,44.0,724.6,0.0141,108.0,1.4,692.4,0.0686,88.4,1.2,583.0,0.0057,65.0,0.8,866.6,0.3152,103.8,1.4,110.6,0.0004,1.0,0.0,1022.8,2.1075,156.6,2.0,2.5115,98.1217,4.4745
13-14-5-2-(1),13,14,5,2,21936.4105,21936.4105,21936.4105,2.61,2.69,2.64,1.0,14617.61,"T0:2次,T1:2次,T2:1次",20.0,44.0,538.6,0.0062,36.8,0.0,492.8,0.0325,47.0,0.0,445.6,0.005,33.2,0.0,523.0,0.0097,36.4,0.0,944.8,1.2868,76.8,0.0,118.0,0.1536,1.8,0.0,937.2,1.2053,74.8,0.0,2.7335,1.7624,3.9111,21936.4105,21936.4105,21936.4105,25.16,38.85,33.46,1.0,14617.61,"T0:1次,T1:2次,T2:2次",15.6,44.0,809.6,0.0116,67.4,3.8,622.0,0.0748,41.8,1.2,568.4,0.0042,43.8,3.6,851.2,0.2571,63.6,4.2,158.2,0.0111,2.6,0.2,990.6,2.0324,86.8,4.2,2.3912,114.1518,4.4756
13-14-5-2-(2),13,14,5,2,37814.4167,38312.199,38081.4437,3.78,3.83,3.8,2.0,25374.3,"T1:3次,T2:1次,T3:1次",13.4,44.0,438.0,0.0149,51.6,2.2,538.4,0.0293,104.2,5.2,464.2,0.0021,35.6,1.6,559.4,0.0196,100.0,9.0,950.0,0.9421,152.8,9.0,129.2,0.0891,2.6,0.0,920.8,1.165,136.0,9.0,2.2941,2.6086,7.4579,37547.4005,37958.9621,37821.5901,28.33,38.0,32.35,2.0,25201.06,"T1:1次,T2:2次,T3:2次",11.6,44.0,718.2,0.0094,90.0,6.0,676.8,0.0465,84.6,6.6,605.0,0.0042,62.6,6.2,842.2,0.2166,98.8,8.2,199.4,0.0007,4.8,1.6,958.4,1.6081,133.6,9.0,1.8855,112.1585,3.338
13-14-5-3-(0),13,14,5,3,25331.0577,25406.0577,25346.0577,3.4,3.52,3.45,2.0,16884.04,"T0:3次,T2:2次",13.2,44.0,491.8,0.0084,45.8,4.8,520.2,0.024,59.6,10.2,488.4,0.0022,28.6,3.6,499.6,0.0039,46.6,5.4,929.6,0.9118,84.0,11.2,114.2,0.0886,0.2,0.0,956.2,1.0388,96.4,12.8,2.1689,2.3292,6.7246,25331.0579,25336.1399,25332.4808,3.76,4.68,4.07,2.0,16874.99,"T0:2次,T1:2次,T3:1次",15.6,44.0,734.8,0.0052,86.8,5.0,596.2,0.021,45.8,5.0,669.0,0.0083,77.2,5.0,864.6,0.0775,94.8,4.2,162.8,0.0004,5.0,1.4,972.6,0.4322,110.0,9.4,0.5445,9.1534,2.7053
13-14-5-3-(1),13,14,5,3,21287.4659,21287.4659,21287.4659,3.18,3.25,3.21,1.0,14184.98,"T0:2次,T1:1次,T2:2次",16.0,44.0,491.2,0.0174,47.8,4.4,604.6,0.0292,89.8,6.8,451.6,0.0035,20.8,1.8,452.6,0.0079,34.2,2.8,937.6,0.9634,96.4,8.6,120.6,0.105,1.0,0.0,941.8,1.1863,95.2,7.2,2.3267,2.1537,5.776,21288.5013,21288.8151,21288.6397,4.14,5.13,4.62,1.0,14185.76,"T0:1次,T2:2次,T3:2次",14.2,44.0,792.2,0.0408,71.2,7.4,490.0,0.0243,31.4,6.6,717.8,0.0087,51.6,5.4,897.8,0.1113,69.0,8.8,170.8,0.0034,3.8,1.8,931.4,0.4892,81.4,8.8,0.6777,11.2442,3.0529
13-14-5-3-(2),13,14,5,3,38037.686,38104.8288,38077.9716,3.5,3.65,3.58,2.0,25371.98,"T1:1次,T2:3次,T3:1次",13.4,44.0,468.6,0.0175,55.2,3.2,525.4,0.0421,71.8,3.6,503.2,0.0052,36.8,2.8,502.8,0.0118,73.4,5.6,924.0,0.6895,117.0,8.8,160.8,0.114,3.6,0.4,915.2,0.8955,116.6,6.0,1.8382,2.5678,7.2176,37819.4506,38098.1282,37896.7231,11.73,18.62,15.04,2.0,25251.15,"T0:1次,T1:2次,T3:2次",13.6,44.0,781.2,0.0045,65.4,6.4,554.8,0.0455,39.0,2.4,664.0,0.0117,48.6,5.0,871.4,0.1887,68.8,6.8,262.6,0.0007,7.4,1.4,866.0,0.6314,76.8,5.6,0.8825,41.8109,2.3644
13-14-5-4-(0),13,14,5,4,29288.9868,29288.9868,29288.9868,3.2,3.3,3.23,2.0,19512.66,"T0:3次,T2:1次,T3:1次",14.4,44.0,502.2,0.0148,63.0,6.8,543.8,0.0371,106.0,8.2,466.6,0.002,32.0,3.0,487.4,0.005,57.4,6.4,938.4,0.8427,127.2,11.6,113.0,0.106,0.6,0.2,948.6,0.8306,130.6,12.6,1.8895,2.0872,6.414,29199.632,29200.9694,29199.9781,26.98,37.4,34.26,2.0,19453.32,"T1:2次,T2:3次",15.0,44.0,663.2,0.0049,118.8,4.4,675.6,0.0523,133.0,10.4,661.2,0.0059,122.2,7.8,856.0,0.2659,151.2,9.4,125.0,0.0004,2.4,0.2,1019.0,2.1311,220.4,13.0,2.4605,112.8734,4.2781
13-14-5-4-(1),13,14,5,4,21066.6634,21066.6634,21066.6634,2.61,2.69,2.64,1.0,14037.78,"T0:2次,T1:1次,T2:2次",15.6,44.0,481.4,0.0059,50.4,3.0,583.8,0.0109,114.2,7.2,468.8,0.0116,60.2,3.2,466.0,0.0149,46.4,2.4,945.4,1.2974,132.4,7.2,107.8,0.1139,0.0,0.0,946.8,1.2715,138.8,8.6,2.7463,1.6861,3.8598,21066.6634,21066.6634,21066.6634,4.25,6.42,4.83,1.0,14037.78,"T0:1次,T1:1次,T2:1次,T3:2次",15.2,44.0,707.8,0.0322,59.2,4.0,631.4,0.0419,50.6,5.8,660.8,0.0011,57.8,4.2,838.2,0.1211,72.8,4.8,217.2,0.0005,8.0,2.2,944.6,0.4025,86.8,7.0,0.5992,12.55,2.8885
13-14-5-4-(2),13,14,5,4,37476.9939,37476.9939,37476.9939,2.95,3.03,3.0,2.0,24971.33,"T1:4次,T3:1次",14.0,44.0,489.2,0.0179,59.6,4.8,533.4,0.0323,93.6,5.4,491.8,0.0097,39.4,2.2,485.6,0.0141,63.2,3.2,930.2,0.9601,134.0,8.6,149.8,0.1004,1.8,0.0,920.0,0.7267,120.0,7.0,1.9037,2.2069,5.3655,37476.9939,37476.9939,37476.9939,5.13,10.73,7.31,2.0,24971.33,"T0:2次,T1:1次,T2:2次",15.8,44.0,696.0,0.0024,56.0,3.0,598.8,0.031,46.6,2.6,705.2,0.0012,58.2,2.8,842.2,0.092,73.2,2.6,210.8,0.0005,5.2,0.4,947.0,0.4735,82.4,5.4,0.6005,21.4336,2.7145
13-14-5-5-(0),13,14,5,5,25004.7127,26424.963,26021.6724,3.6,3.75,3.67,2.0,17334.45,"T0:2次,T2:2次,T3:1次",15.6,44.0,483.0,0.0205,38.6,1.6,537.0,0.0135,71.0,3.6,481.8,0.0126,21.8,0.2,498.2,0.0127,39.0,2.2,925.2,0.9518,83.0,3.8,110.6,0.0938,0.0,0.0,964.2,1.0275,87.4,3.8,2.1469,2.23,7.4774,24872.7564,24873.4772,24872.9849,20.04,31.32,25.7,2.0,16568.66,"T0:1次,T1:1次,T2:2次,T3:1次",13.8,44.0,671.0,0.0218,94.6,3.6,672.2,0.0452,112.4,4.4,656.8,0.0013,98.4,5.2,852.4,0.292,120.0,4.6,137.2,0.0005,4.2,1.0,1010.4,1.8153,181.2,7.6,2.176,82.3446,4.1084
13-14-5-5-(1),13,14,5,5,20701.6099,20701.6099,20701.6099,2.66,2.69,2.68,1.0,13794.41,"T1:3次,T2:1次,T3:1次",14.4,44.0,471.8,0.0184,44.2,3.6,582.0,0.011,97.8,6.2,463.0,0.0125,52.2,5.4,483.2,0.0035,52.8,4.4,948.2,1.3036,125.8,8.8,115.4,0.1689,0.2,0.2,936.4,1.398,121.0,10.6,2.9289,1.76,3.85,20701.6099,20701.6099,20701.6099,4.09,8.65,7.06,1.0,13794.41,"T0:2次,T2:2次,T3:1次",14.8,44.0,761.8,0.0086,107.0,8.0,532.2,0.0376,48.8,4.4,706.0,0.0012,95.2,5.8,860.0,0.0665,112.0,6.6,172.0,0.0019,7.2,2.0,968.0,0.6345,131.8,9.6,0.7502,18.5025,3.19
13-14-5-5-(2),13,14,5,5,36058.9959,36174.6116,36111.2655,3.68,3.8,3.72,2.0,24060.84,"T0:2次,T1:3次",12.2,44.0,459.6,0.0067,42.4,3.6,560.0,0.0349,104.8,8.8,498.4,0.0022,32.6,2.6,482.0,0.0039,54.6,4.4,933.0,1.0559,121.4,8.2,150.8,0.1602,1.8,0.4,916.2,1.1166,111.2,10.8,2.3982,2.7714,7.0337,35905.5815,36176.7896,36063.132,17.72,26.99,22.96,2.0,24028.75,"T1:1次,T2:2次,T3:2次",11.6,44.0,699.0,0.0257,89.0,4.4,604.6,0.0414,82.2,4.6,696.4,0.0028,98.2,7.8,792.0,0.177,105.0,6.4,193.6,0.0066,4.4,1.4,1014.4,1.3694,160.0,9.0,1.623,75.1566,3.2626
